,ServiceNo,Operator,Direction,StopSequence,BusStopCode,Distance,WD_FirstBus,WD_LastBus,SAT_FirstBus,SAT_LastBus,SUN_FirstBus,SUN_LastBus
109,10,SBST,2,36,80161,14.5,0640,0038,0639,0038,0652,0035
110,10,SBST,2,37,80211,16.1,0644,0041,0643,0042,0655,0039
111,10,SBST,2,38,80149,16.7,0615,0042,0644,0043,0656,0040
112,10,SBST,2,39,81171,17.3,0617,0044,0646,0045,0658,0042
113,10,SBST,2,40,81181,17.8,0619,0045,0647,0046,0659,0043
114,10,SBST,2,41,81191,18.2,0620,0046,0648,0047,0700,0044
115,10,SBST,2,42,82079,18.7,0622,0048,0649,0048,0702,0045
116,10,SBST,2,43,92169,19.1,0623,0049,0651,0049,0703,0046
117,10,SBST,2,44,92091,19.7,0625,0051,0652,0050,0705,0047
118,10,SBST,2,45,92101,20.0,0627,0052,0653,0051,0706,0048
119,10,SBST,2,46,92111,20.2,0628,0052,0654,0051,0707,0048
120,10,SBST,2,47,92121,20.7,0629,0053,0655,0053,0708,0050
121,10,SBST,2,48,92131,21.2,0631,0054,0657,0054,0709,0051
122,10,SBST,2,49,92141,21.6,0632,0055,0658,0055,0710,0052
123,10,SBST,2,50,92151,21.8,0633,0055,0659,0055,0711,0052
124,10,SBST,2,51,93051,22.1,0634,0055,0700,0056,0712,0053
125,10,SBST,2,52,93061,22.5,0636,0056,0701,0057,0713,0054
126,10,SBST,2,53,93071,22.9,0637,0057,0702,0058,0714,0055
127,10,SBST,2,54,93081,23.3,0639,0058,0704,0059,0715,0056
128,10,SBST,2,55,93091,23.6,0640,0059,0705,0100,0716,0056
129,10,SBST,2,56,94011,24.0,0641,0059,0706,0100,0716,0057
130,10,SBST,2,57,94021,24.4,0642,0100,0707,0101,0717,0057
131,10,SBST,2,58,94031,24.7,0643,0101,0708,0102,0718,0058
132,10,SBST,2,59,94041,25.1,0644,0102,0709,0103,0719,0059
133,10,SBST,2,60,94051,25.5,0645,0103,0710,0104,0720,0100
134,10,SBST,2,61,94061,26.0,0647,0103,0712,0105,0721,0100
135,10,SBST,2,62,94071,26.5,0648,0104,0713,0106,0722,0101
136,10,SBST,2,63,85021,26.9,0649,0105,0714,0107,0723,0102
137,10,SBST,2,64,85031,27.3,0651,0106,0715,0108,0724,0103
138,10,SBST,2,65,85041,27.5,0652,0107,0716,0108,0725,0104
139,10,SBST,2,66,85051,27.9,0654,0108,0717,0109,0726,0105
140,10,SBST,2,67,85061,28.2,0654,0109,0718,0110,0727,0106
141,10,SBST,2,68,85081,28.4,0655,0109,0719,0111,0728,0106
142,10,SBST,2,69,85071,28.7,0656,0110,0720,0112,0729,0107
143,10,SBST,2,70,96101,29.1,0658,0111,0721,0113,0730,0108
144,10,SBST,2,71,96281,29.5,0659,0112,0722,0114,0732,0109
145,10,SBST,2,72,76061,30.8,0705,0116,0726,0117,0736,0113
146,10,SBST,2,73,76051,31.3,0707,0118,0728,0119,0737,0114
147,10,SBST,2,74,75009,31.9,0707,0120,0730,0120,0739,0116
